id,title,description,link,condition,price,availability,image link,gtin,mpn,brand,product type,google product category,shipping
617,WOOD COLD PRESSED COCONUT OIL,"<p>Known for its anti-bacterial, anti-viral activities, coconut oil is full of anti-oxidants and got MCFA. It differs from normal coconut oil in terms of extraction, refining appearance, composition and health benefits.</p>
<p>It helps in boosting immune system, treats skin, hair related problems. Since it has got Lauric acid in it, coconut oil cures problems in various parts of human body like liver, kidney and pancreas. It also reduces cholesterol and has got vital nutrients.</p>",https://www.ulamart.com/virgin-coconut-oil,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/v/i/virgin-coconut-oil_2_3.jpg,,,Ulamart,configurable,,IN:::0 INR
618,MURINGO HONEY,"<p>Native of South India, Muringo honey is Dark brown in color. The bees collect the honey from Murungai poo (Drumstick Flower) of Murungai maram which are found in almost all the houses of South India, especially Tamil Nadu.</p>
<p>Since Murungai Poo has got the right potential for curing impotency in men, consuming its honey will evidently increase sperm count and increases fertility.</p>",https://www.ulamart.com/drumstick-honey,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/d/r/drumstick-honey_3.jpg,,,Ulamart,configurable,,IN:::0 INR
619,NAVAL HONEY,"<p>It is considered as God’s food and hence given the common name elixir.</p>
<p>It is capable of fighting illness and acts as an anti-ageing tonic.</p>
<p>It has numerous health benefits and mainly helps in controlling and preventing diabetes.</p>
<p>It helps in decreasing the level of sugar in urine.</p>",https://www.ulamart.com/naaval-honey,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/n/a/naaval-honey_3.jpg,,,Ulamart,configurable,,IN:::0 INR
621,TULSI HONEY,"<p>It is mostly extracted from the flowers of Van Tulsi (Vana Thulasi in Tamil). It has a pleasant aroma and extremely tasty.</p>
<p>It contains vitamins like A, B-complex, C, D, E, K and a large composition of minerals. It also consists of numerous live enzymes that are required to give you long life health benefits. These health benefits will not be found in any super food these days.</p>
<p>Having Tulsi honey on the dining table increases immune system and prevents us from cough, cold and fights other diseases.</p>",https://www.ulamart.com/tulsi-honey,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/t/u/tulsi-honey_3.jpg,,,Ulamart,configurable,,IN:::0 INR
622,HILL HONEY,"<p>Honey is considered a god food right from the ancient time. It is highly recommended to all ages as it comprises of antiseptic, antifungal, antibacterial and antiviral properties.</p>
<p>It treats skin issues, cold, cough and prevents bad cholesterol. It also helps in boosting immune systems and enhances energy level of your body.</p>",https://www.ulamart.com/hill-honey,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/h/i/hill-honey_1.jpg,,,Ulamart,configurable,,IN:::0 INR
623,NEEM HONEY,"<p>It is also known by the name Dark Honey and Veppilai Then in Tamil.</p>
<p>Indigenous to Tamil Nadu and Malaysia, which are the two major places where wild raw honey is extracted, Neem Honey is considered as a gift/remedy, as it has got almost all medicinal value in it.</p>
<p>It’s got a distinctive gingerbread taste and flavors like exotic spices. Once you experience the wild sweetness of this honey, you’ll never go back to the farmed honey.</p>
<p>It is an effective and proven cure for acne and all types of skin issues.</p>
<p>It helps in treating various respiratory problems like asthma and bronchitis.</p>",https://www.ulamart.com/neem-honey,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/n/e/neem-honey_3.jpg,,,Ulamart,configurable,,IN:::0 INR
624,Black rice Fryums | Karuppu Kavuni vathal,"<p class=""MsoNormal"">Homemade sundried Black Rice Fryums feeds your craving taste buds along with the mouth-watering taste and nourishment. Taste these guilt-free vadams which provides you with all the benefits of Black rice in a much easier way.</p>
<p class=""MsoNormal"">Black rice vathal can be tasted as a side dish with rice or as a healthy evening snack.</p>
<p class=""MsoNormal"">It is a unique product of Ulamart, prepared in a clean environment with utmost care.</p>
<p class=""MsoNormal"">No MSG</p>
<p class=""MsoNormal"">No Preservatives</p>",https://www.ulamart.com/black-rice-vathal,New,INR 0,Out of Stock,https://ulamart.com/pub/media/catalog/product/m/y/my_post_21_1_.png,,,Ulamart,configurable,,IN:::0 INR
625,FLAKES MAPPILLAI SAMBA | FLATTENED RICE | POHA,<p>Mappillai Samba flakes are highly nutritious and has a good amount of probiotics. It has the same benefits of Mappillai Samba rice and helps in having good gut health. Mappillai Samba poha keeps blood sugar levels under control and is recommended for people with diabetes.</p>,https://www.ulamart.com/flakes-mappillai-samba,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/m/y/my_post_19_1_.png,,,Ulamart,configurable,,IN:::0 INR
626,Black Pepper - Organic Milagu,"<p>Our organic pepper is free from pesticide and chemicals. Spice up your kitchen with this versatile and original spice of South India. Organic pepper helps reduce bad cholesterol, diabetics and improves the overall health of gut and brain.</p>
<p></p>",https://www.ulamart.com/black-pepper-milagu,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/b/l/black-pepper-milagu_1.jpg,,,Ulamart,configurable,,IN:::0 INR
627,WIRO BOUND RECYCLED PAPER NOTEBOOK KIT| ULAMART,"<p class=""MsoNormal""><strong>Combo Pack</strong></p>
<table id=""customers"" style=""height:91px;font-family:arial, sans-serif;border-collapse:collapse;width:420px;font-size:15px;"">
<tbody>
<tr><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">STATIONERY</th><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Specification</th><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Quantity</th></tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">WIRO Notebook- 140 Pages</td>
<td style=""border:1px solid #dddddd;padding:8px;"">A4</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">WIRO Notebook - 140 Pages</td>
<td style=""border:1px solid #dddddd;padding:8px;"">A5</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">WIRO Notebook - 140 Pages</td>
<td style=""border:1px solid #dddddd;padding:8px;"">A6</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">WIRO Notebook - 140 Pages</td>
<td style=""border:1px solid #dddddd;padding:8px;"">A7</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1</td>
</tr>
</tbody>
</table>
<p class=""MsoNormal""></p>",https://www.ulamart.com/wiro-bound-recycled-paper-notebook-kit,New,INR 299,In Stock,https://ulamart.com/pub/media/catalog/product/w/i/wiro-bound-recycled-paper-notebook-kit-ulamart.jpg,,,Ulamart,simple,,IN:::0 INR
629,KATTUYANAM RAW RICE - ORGANIC UNPOLISHED RICE-0.25 Kilogram,,https://www.ulamart.com/kattuyanam-raw-rice-organic-unpolished-rice-0-25-kilogram,New,INR 10,Out of Stock,,,,Ulamart,virtual,,IN:::0 INR
630,Kattuyanam Raw rice - Organic Unpolished Rice,"<p><strong>Kattuyanam Raw Rice</strong></p>
<p><b>color of rice is slight red or pink</b></p>",https://www.ulamart.com/kattuyanam-raw-rice-organic-unpolished,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/k/a/kaattuyaanam_rice-min_1.png,,,Ulamart,configurable,,IN:::0 INR
631,GARUDAN SAMBA - BOILED - ORGANIC RICE,"<p>Organic Garudan Samba has a unique nutty flavour and it is rich in nutrients and fiber. Garudan Samba improves immune system and helps in curing digestive disorders. UTI / Urinary infections, Anemia can be treated using Garudan Samba rice. Delicous Idly , Dosa and other rice varieties can be prepared using Garudan Samba Rice.</p>",https://www.ulamart.com/garudan-samba-rice,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/3/1/310.jpeg,,,Ulamart,configurable,,IN:::0 INR
632,MAPPILLAI SAMBA RAW RICE - ORGANIC - Kg : 0.5,,https://www.ulamart.com/mappillai-samba-raw-rice-organic-kg-0-5,New,INR 66,In Stock,,,,Ulamart,simple,,IN:::0 INR
633,MAPPILLAI SAMBA RAW RICE - ORGANIC - Kg : 1,,https://www.ulamart.com/mappillai-samba-raw-rice-organic-kg-1,New,INR 110,In Stock,,,,Ulamart,simple,,IN:::0 INR
634,MAPPILLAI SAMBA RAW RICE - ORGANIC - Kg : 2,,https://www.ulamart.com/mappillai-samba-raw-rice-organic-kg-2,New,INR 217,In Stock,,,,Ulamart,simple,,IN:::0 INR
635,MAPPILLAI SAMBA RAW RICE - ORGANIC - Kg : 5,,https://www.ulamart.com/mappillai-samba-raw-rice-organic-kg-5,New,INR 531,In Stock,,,,Ulamart,simple,,IN:::0 INR
637,MAPPILLAI SAMBA RAW RICE - ORGANIC - Kg : 25,,https://www.ulamart.com/mappillai-samba-raw-rice-organic-kg-25,New,INR 2575,In Stock,,,,Ulamart,simple,,IN:::0 INR
641,Mappillai Samba raw rice - Organic,"<p><strong>Mappillai Samba raw rice </strong></p>
<p>Indigenous to Tamil Nadu, this traditional rice is rich in minerals, vitamins and proteins that it is served to a bridegroom to prove his valiance. It strengthens body and boosts immune system and keeps us away from many health problems/disorders. Raw rice contains broken rices.</p>",https://www.ulamart.com/mappillai-samba-raw-rice,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/m/y/my_post_26_1_.png,,,Ulamart,configurable,,IN:::0 INR
642, ORGANIC A2 COW GHEE,"<p>Ulamart Cow Ghee is obtained using traditional methods from the oldest native Kanchipuram Kuttai cows. These cows are indigenous to Tamilnadu which graze in the natural organic environment. Kanchikuttai cow produces healthier A2 milk which has abundant nutritional value.</p>
<p>We do not process our Ghee / Clarified butter from the cream of milk. Instead, we use our age-old method of curdling the milk and churning it slowly in a bi-directional way, to separate the buttermilk and butter.</p>
<p>This pure butter is heated on a low flame to produce 100% pure Ghee. Ghee prepared using this method has the perfect aroma, texture, colour and flavour. And it also retains the maximum nutrition.</p>
<p><strong> Burst the myth about Ghee: </strong></p>
<p >There has always been a myth that Ghee makes you fat, induces cholesterol and high blood pressure. The answer is No. Ghee is the purest form of consumable animal fat which is in fact much better than refined vegetable oil. Ghee increases the good fat in your body which is much required to lead a healthy energetic life. It aids in reducing LDL and triglycerides (bad cholesterol).</p>
<p><strong>Experience the taste of 100% pure Ghee. </strong></p>
<p><strong>Free from unhealthy additives, preservatives and trans fats</strong></p>",https://www.ulamart.com/cow-ghee,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/m/y/my_post_17_1_.png,,,Ulamart,configurable,,IN:::0 INR
643,Mappillai Samba - Organic Unpolished - Kg : 0.5,,https://www.ulamart.com/mappillai-samba-organic-unpolished-kg-0-5,New,INR 66,In Stock,,,,Ulamart,simple,,IN:::0 INR
644,Mappillai Samba - Organic Unpolished - Kg : 1,,https://www.ulamart.com/mappillai-samba-organic-unpolished-kg-1,New,INR 110,In Stock,,,,Ulamart,simple,,IN:::0 INR
645,Mappillai Samba - Organic Unpolished - Kg : 2,,https://www.ulamart.com/mappillai-samba-organic-unpolished-kg-2,New,INR 217,In Stock,,,,Ulamart,simple,,IN:::0 INR
646,Mappillai Samba - Organic Unpolished - Kg : 5,,https://www.ulamart.com/mappillai-samba-organic-unpolished-kg-5,New,INR 531,In Stock,,,,Ulamart,simple,,IN:::0 INR
647,Mappillai Samba - Organic Unpolished - Kg : 25,,https://www.ulamart.com/mappillai-samba-organic-unpolished-kg-25,New,INR 2575,In Stock,,,,Ulamart,simple,,IN:::0 INR
648,kalanamak - Kg : 0.5,,https://www.ulamart.com/kalanamak-kg-0-5,New,INR 95,In Stock,,,,Ulamart,simple,,IN:::0 INR
649,kalanamak - Kg : 1,,https://www.ulamart.com/kalanamak-kg-1,New,INR 175,In Stock,,,,Ulamart,simple,,IN:::0 INR
650,kalanamak - Kg : 2,,https://www.ulamart.com/kalanamak-kg-2,New,INR 345,In Stock,,,,Ulamart,simple,,IN:::0 INR
651,kalanamak - Kg : 5,,https://www.ulamart.com/kalanamak-kg-5,New,INR 850,In Stock,,,,Ulamart,simple,,IN:::0 INR
652,kalanamak - Kg : 25,,https://www.ulamart.com/kalanamak-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
653,kothamalli samba - Kg : 0.5,,https://www.ulamart.com/kothamalli-samba-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
654,kothamalli samba - Kg : 1,,https://www.ulamart.com/kothamalli-samba-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
655,kothamalli samba - Kg : 2,,https://www.ulamart.com/kothamalli-samba-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
656,kothamalli samba - Kg : 5,,https://www.ulamart.com/kothamalli-samba-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
657,kothamalli samba - Kg : 25,,https://www.ulamart.com/kothamalli-samba-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
658,Kuzhiyattichan samba - Kg : 0.5,,https://www.ulamart.com/kuzhiyattichan-samba-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
659,Kuzhiyattichan samba - Kg : 1,,https://www.ulamart.com/kuzhiyattichan-samba-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
660,Kuzhiyattichan samba - Kg : 2,,https://www.ulamart.com/kuzhiyattichan-samba-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
661,Kuzhiyattichan samba - Kg : 5,,https://www.ulamart.com/kuzhiyattichan-samba-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
662,Kuzhiyattichan samba - Kg : 25,,https://www.ulamart.com/kuzhiyattichan-samba-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
663,Sorna Masuri - Kg : 0.5,,https://www.ulamart.com/sorna-masuri-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
664,Sorna Masuri - Kg : 1,,https://www.ulamart.com/sorna-masuri-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
665,Sorna Masuri - Kg : 2,,https://www.ulamart.com/sorna-masuri-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
666,Sorna Masuri - Kg : 5,,https://www.ulamart.com/sorna-masuri-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
667,Sorna Masuri - Kg : 25,,https://www.ulamart.com/sorna-masuri-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
668,Katta samba rice - Kg : 0.5,,https://www.ulamart.com/katta-samba-rice-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
669,Katta samba rice - Kg : 1,,https://www.ulamart.com/katta-samba-rice-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
670,Katta samba rice - Kg : 2,,https://www.ulamart.com/katta-samba-rice-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
671,Katta samba rice - Kg : 5,,https://www.ulamart.com/katta-samba-rice-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
672,Katta samba rice - Kg : 25,,https://www.ulamart.com/katta-samba-rice-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
673,Velchi - Kg : 0.5,,https://www.ulamart.com/velchi-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
674,Velchi - Kg :  1,,https://www.ulamart.com/velchi-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
675,Velchi - Kg : 2,,https://www.ulamart.com/velchi-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
676,Velchi - Kg : 5,,https://www.ulamart.com/velchi-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
677,Velchi - Kg : 25,,https://www.ulamart.com/velchi-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
678,Varappu Kudainchan - Kg : 0.5,,https://www.ulamart.com/varappu-kudainchan-kg-0-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
679,Varappu Kudainchan - Kg : 1,,https://www.ulamart.com/varappu-kudainchan-kg-1,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
680,Varappu Kudainchan - Kg : 2,,https://www.ulamart.com/varappu-kudainchan-kg-2,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
681,Varappu Kudainchan - Kg : 5,,https://www.ulamart.com/varappu-kudainchan-kg-5,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
682,Varappu Kudainchan - Kg : 25,,https://www.ulamart.com/varappu-kudainchan-kg-25,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
699,MULTI PURPOSE SHOPPING BAG |VEGETABLE BAG,"<p>Let's do the Shopping Garbage-free!</p>
<p>This Bag contains six compartments and one Big Portion at the center to hold other shopping Items.</p>
<p>Best Suited for Grocery Shopping!</p>",https://www.ulamart.com/multi-purpose-shopping-bag-vegetable-bag,New,INR 299,In Stock,https://ulamart.com/pub/media/catalog/product/m/u/multi-purpose-shopping-bag-vegetable-bag.jpg,,,Ulamart,simple,,IN:::0 INR
701,Mappillai Samba - Organic Unpolished - Par Boiled Rice - Bridegroom Rice,"<p>Indigenous to Tamil Nadu, this traditional rice is rich in minerals, vitamins and proteins that it is served to a bridegroom to prove his valiance.</p>
<p>It strengthens body, <strong>improves stamina</strong> and boosts immune system and keeps us away from many health problems/disorders. It can be used to prepare idly, Dosa, pancakes and other rice recipes.</p>
<p>Mappillai Samba Par Boiled Rice contains broken rice.</p>",https://www.ulamart.com/mappillai-samba-organic-unpolished,New,INR 0,In Stock,https://ulamart.com/pub/media/catalog/product/m/a/mappilaisamba-min.png,,,Ulamart,configurable,,IN:::0 INR
703,kothamalli samba,,https://www.ulamart.com/kothamalli-samba,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
704,Kuzhiyattichan samba,,https://www.ulamart.com/kuzhiyattichan-samba,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
705,Sorna Masuri,,https://www.ulamart.com/sorna-masuri-,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
706,Katta samba rice,,https://www.ulamart.com/katta-samba-rice,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
707,Velchi ,"<ul>
<li>known for maintaining sugar level in our body, Velchi is best grown in sandy and clay soil types.</li>
<li>It helps in lowering the cholesterol level in your body</li>
<li>It is used to prepare plain rice for meals</li>
</ul>",https://www.ulamart.com/velchi,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
708,Varappu Kudainchan,"<ul>
<li>The husk of Varappu Kudainchan is black in color and rice is red in color. Varappu-ridge and Kudainchan-penetrator. The name Ridge penetrator is given because the roots of this type of rice grow deep into the soil.</li>
<li>It is a wonderful cure for Asthma. It also helps in preventing Anemia.</li>
<li>You could prepare ideal idly and other rice preparations.</li>
</ul>",https://www.ulamart.com/varappu-kudainchan,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
709,Kichili Samba Broken Rice - Par Boiled Rice,<p>Kichili Samba Broken Rice</p>,https://www.ulamart.com/kichili-samba-broken-rice,New,INR 0,Out of Stock,https://ulamart.com/pub/media/catalog/product/k/i/kichili-samba-broken-rice_2.jpg,,,Ulamart,configurable,,IN:::0 INR
711,Val Milagu - 100 gms,<p>Coming Soon</p>,https://www.ulamart.com/Valmilagu-spices,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
712,Thippili - Long Pepper 100 gms,<p>Coming Soon</p>,https://www.ulamart.com/Thippili-spices,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
713,Avarampoo Soap,,https://www.ulamart.com/avarampoo-soap,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
714,Cow Milk Soap,,https://www.ulamart.com/cow-soap,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
715,Clay Water Bottle | Earthenware Bottle,"<p>Our handmade, eco-friendly Clay bottle, purifies the water naturally, adds a unique flavour and taste to the water. It is an ideal bottle to use in summer as the natural process of evaporative cooling keeps the water naturally cool to quench your thirst. One can avoid drinking Ice water and get naturally cooled water using our Clay bottles. </p>
<p>Use of Clay products neutralized the pH value of the food, hold the nutrients intact, boosts our immune system, cleanses the toxic out of our body and makes us healthy in a natural way.</p>
<ul>
<li>Our products are made of pure natural clay and are unglazed.</li>
<li>No chemical, No artificial colors.</li>
<li>Bio-degradable</li>
<li>Eco-friendly</li>
</ul>
<p></p>
<p><strong>Product Description:</strong></p>
<p>Capacity - 750 Ml</p>
<p><strong>Cleaning instructions:</strong></p>
<ol>
<li> For the first use, soak the product in water for 24hrs.</li>
<li> For regular usage, clean with hot water &amp; brush. No chemical washing products are required.</li>
</ol>",https://www.ulamart.com/clay-water-bottle,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
716,Clay Pot Thattu Idly | Plate Idly | Thatte Idly | Earthen Cookware,"<p>Our Clay cookwares are chemical free and is made of pure Indian Clay that are naturally rich in minerals. Stay healthy by using Clay cookwares, as it neutralizes the pH value of the food and makes the food easy to digest. The cooking time is reduced as the clay ware retains the heat. Clay wares makes the food delicious and nutritious.</p>
<p>Thatte Idly or Plate Idly is famous in South India. Its is bigger than normal Idly and relished as a breakfast. </p>
<p>Can make 1 Thattu Idly with this set.</p>
<ul>
<li>Our products are made of pure natural clay and are unglazed.</li>
<li>No chemical, No artificial colors.</li>
<li>Bio-degradable</li>
<li>Eco-friendly</li>
</ul>
<p></p>
<p><strong>Product Description:</strong></p>
<p>1 Thattu Idly Set contains:</p>
<p>1 Bottom Clay pot to hold water.</p>
<p>1 Steamer to pour the batter.</p>
<p>1 Lid</p>
<p><strong>Cleaning instructions:</strong></p>
<ol>
<li> For the first use, soak the product in water for 24hrs.</li>
<li> For regular usage, clean with hot water &amp; brush. No chemical washing products are required.</li>
<li> Use rock salt and scrub pad &amp; soak in hot water for half an hour, to clean stubborn stains.</li>
</ol>",https://www.ulamart.com/clay-thattu-idli,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
717,Clay Candle stand,,https://www.ulamart.com/clay-candle-stand,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
718,Herbal Hair Oil | Anti-dandruff Oil - 250ml,"<p>Our 100% pure organic Herbal Hair Oil is made of nature’s divine ingredients to make your healthy, strong, silky, shiny and help reduce many scalp and hair problems such as hair fall, itchy scalp, dry scalp, dandruff, premature greying and more.</p>
<p class=""MsoNormal"">Ulamart’s unique blend of herbs has been used for ages as a tradition in many South Indian families. This traditional hair oil has given proven results in promoting hair growth and it is a one-stop solution to most of the scalp and hair problems.</p>
<p class=""MsoNormal""></p>
<p><strong>Ingredients:</strong></p>
<ul>
<li>100% cold-pressed coconut oil</li>
<li>Tridax procumbens / Vettukaya Poondu</li>
<li>Tanner's cassia / Avarampoo</li>
<li>Henna / Marudhani</li>
<li>Bhringraj / Karisalankanni</li>
<li>Fenugreek / Vendayam</li>
<li>Amla / Gooseberry/ Nellikai</li>
<li>Neem leaf/ Veppilai</li>
<li>Hibiscus / Sembaruthi</li>
<li>Brahmi / Vallarai leaf</li>
<li>Curry Leaves / Karuveppilai</li>
</ul>",https://www.ulamart.com/herbal-hair-oil,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
719,Black Chana | Whole Bengal Gram - Unpolished Organic Pulses,"<p class=""MsoNormal"">Black Chana is a versatile legume which is a rich source of protein for vegetarian diet. Kala Chana is rich in fiber with low glycemic index which makes it a best friend to diabetic diets and for people who are in weight loss diet.</p>
<p class=""MsoNormal"">Desi Chana can be used in roasted, boiled, fried or sprouted forms in various types of curries and snacks.</p>",https://www.ulamart.com/black-chana-dal,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
720,Fenugreek - 100 gms,"<p class=""MsoNormal"">Kudampuli is a magical fruit and a versatile spice. This Malabar Tamarind is a natural anti-oxidant and is an effective catalyst in weight loss. Kudampuli is an integral part of Kerala’s Ayurvedic medicine. Kudampuli has a sour taste and is used to prepare fish curry, juice and chutney.</p>",https://www.ulamart.com/vendhayam,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
721,Roasted Grams - 250 Grams,,https://www.ulamart.com/roasted-bengal-grams,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
722,Dried Neem Flower - Vepam Poo Vathal,"<p class=""MsoNormal"">Dried Neem flower is one of the herbal product used in south India, to cure many types of diseases related to skin, heart and stomach. </p>
<p class=""MsoNormal"">Ulamart takes special care and uses traditional methods to clean, soak it in dried buttermilk and sun dry it in a natural clean environment.</p>
<p class=""MsoNormal"">Dried Neem flower can be used to prepare Rasam, Chutney and can be just fried and sprinkled on a variety of dishes. Deep-fried Dried Neem Flowers can serve as a perfect, delicious, healthy and instan side dish for your meals.</p>
<p class=""MsoNormal"">Neem flower oil is also used in Aromatherapy to provide a soothing and calming effect on skin and mind. Also, try our unique <a href=""https://www.ulamart.com/en/honey/neem-honey.html"">Neem Honey</a> to get the benefit of Neem flower in a sweeter way!</p>",https://www.ulamart.com/neemflowerchips,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
723,Red Rice Flakes | Red Kavuni Poha | Flattened Red Rice,"<p class=""MsoNormal"">Red rice flakes are one of the best alternatives for white rice flakes. Flattened red rice can be introduced in your breakfast and evening snacks to provide a healthy variation to your normal food. Red rice flakes have all the benefits of <a href=""https://www.ulamart.com/en/rice/red-rice.html"">Red Rice</a> along with the additional benefit of probiotics and it’s easy to digest. Gut friendly Red rice flakes!</p>",https://www.ulamart.com/red-rice-flakes,New,INR 0,#N/A,,,,Ulamart,configurable,,IN:::0 INR
724,Nilavembu Kudineer - 50 Grams,"<p class=""MsoNormal"">Dried Neem flower is one of the herbal product used in south India, to cure many types of diseases related to skin, heart and stomach. </p>
<p class=""MsoNormal"">Ulamart takes special care and uses traditional methods to clean, soak it in dried buttermilk and sun dry it in a natural clean environment.</p>
<p class=""MsoNormal"">Dried Neem flower can be used to prepare Rasam, Chutney and can be just fried and sprinkled on a variety of dishes. Deep-fried Dried Neem Flowers can serve as a perfect, delicious, healthy and instan side dish for your meals.</p>
<p class=""MsoNormal"">Neem flower oil is also used in Aromatherapy to provide a soothing and calming effect on skin and mind. Also, try our unique <a href=""https://www.ulamart.com/en/honey/neem-honey.html"">Neem Honey</a> to get the benefit of Neem flower in a sweeter way!</p>",https://www.ulamart.com/nilavembukudineer,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
725,Kabasurakudineer - 50 Grams,"<p class=""MsoNormal"">Dried Neem flower is one of the herbal product used in south India, to cure many types of diseases related to skin, heart and stomach. </p>
<p class=""MsoNormal"">Ulamart takes special care and uses traditional methods to clean, soak it in dried buttermilk and sun dry it in a natural clean environment.</p>
<p class=""MsoNormal"">Dried Neem flower can be used to prepare Rasam, Chutney and can be just fried and sprinkled on a variety of dishes. Deep-fried Dried Neem Flowers can serve as a perfect, delicious, healthy and instan side dish for your meals.</p>
<p class=""MsoNormal"">Neem flower oil is also used in Aromatherapy to provide a soothing and calming effect on skin and mind. Also, try our unique <a href=""https://www.ulamart.com/en/honey/neem-honey.html"">Neem Honey</a> to get the benefit of Neem flower in a sweeter way!</p>",https://www.ulamart.com/Kabasurakudineer,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
