id,title,description,link,condition,price,availability,image link,gtin,mpn,brand,product type,google product category,shipping
371,NALANGU MAAVU HERBAL HANDMADE SOAPS (PACK OF 2),"<p>Our Handmade Nalangu Maavu Herbal Soaps are made with Pure coldpressed Coconut oil, Pure coldpressed Castor oil, Pure Nalangu Maavu Herbal Powder / Organic Herbal Bath powder.</p>
<p>Net weight (1 soap) - 100gms</p>",https://www.ulamart.com/nalangu-maavu-soap,New,INR 175,In Stock,https://ulamart.com/pub/media/catalog/product/n/a/nalangu_maavu_1.jpg,,,Ulamart,simple,,IN:::0 INR
372,MULTANI MITTI HANDMADE HERBAL SOAP (PACK OF 2),"<p>Our Handmade Multani mitti Natural Soaps are made with Pure coldpressed Coconut oil, Pure coldpressed Castor oil, Pure Multani Mitti Powder / Fuller's earth and Natural Rose Water.</p>
<p>Net weight (1 soap) - 100gms</p>",https://www.ulamart.com/multani-mitti-herbal-soap,New,INR 175,In Stock,https://ulamart.com/pub/media/catalog/product/m/u/multani_mitti_soap.jpg,,,Ulamart,simple,,IN:::0 INR
373,Buy 2 - loofah body scrubber,"<p>Loofahs are natural, organic and eco-friendly body scrubs that help you to cleanse and exfoliate your skin in a gentle way. Loofahs are commonly used due to its various health benefits related to glowing skin. It is made out of ridge gourds. Ridge gourds attain a sponge-like scrub texture when it is completely ripe and dried. </p>
<p>Unlike plastic body scrubs and sponges, loofah is completely plant-based and bio-degradable. </p>
<p>Pamper yourself with guilt-free natural scrub along with 100% <a href=""https://www.ulamart.com/en/personal-care/"">natural homemade soaps</a>.</p>",https://www.ulamart.com/loofah-scrubber,New,INR 75,In Stock,https://ulamart.com/pub/media/catalog/product/l/o/loofah-scrubber.jpg,,,Ulamart,simple,,IN:::0 INR
374,VETIVER MASK |HERBAL MASK (PACK OF 3),"<p class=""MsoNormal"">Vetiver face mask is a herbal mask made of natural Vetiver herb and pure cotton material. Vetiver mask is eco friendly and can be washed and reused several times. The earthy fragrance of Vettiver acts as a natural rejuvenator for mind and body.</p>
<ul>
<li>Reusable</li>
<li>Washable</li>
<li>Ecofriendly</li>
<li>100% Natural</li>
</ul>",https://www.ulamart.com/vetiver-face-mask,New,INR 234,Out of Stock,https://ulamart.com/pub/media/catalog/product/v/e/vetiver-face-mask_1.jpg,,,Ulamart,simple,,IN:::0 INR
391,Virgin Coconut Oil 0.5l,,https://www.ulamart.com/virgin-coconut-oil-0-5l,New,INR 170,Out of Stock,,,,Ulamart,simple,,IN:::0 INR
392,Virgin Coconut Oil 1l,,https://www.ulamart.com/virgin-coconut-oil-1l,New,INR 320,Out of Stock,,,,Ulamart,simple,,IN:::0 INR
393,Virgin Coconut Oil 2l,,https://www.ulamart.com/virgin-coconut-oil-2l,New,INR 627,Out of Stock,,,,Ulamart,simple,,IN:::0 INR
394,Virgin Coconut Oil 5l,,https://www.ulamart.com/virgin-coconut-oil-5l,New,INR 1543,Out of Stock,,,,Ulamart,simple,,IN:::0 INR
395,Sesame Oil | Gingelly Oil | Coldpressed 0.5l,,https://www.ulamart.com/sesame-oil-gingelly-oil-coldpressed-0-5l,New,INR 180,In Stock,,,,Ulamart,simple,,IN:::0 INR
396,Sesame Oil | Gingelly Oil | Coldpressed 1l,,https://www.ulamart.com/sesame-oil-gingelly-oil-coldpressed-1l,New,INR 355,In Stock,,,,Ulamart,simple,,IN:::0 INR
397,Sesame Oil | Gingelly Oil | Coldpressed 2l,,https://www.ulamart.com/sesame-oil-gingelly-oil-coldpressed-2l,New,INR 708,In Stock,,,,Ulamart,simple,,IN:::0 INR
398,Sesame Oil | Gingelly Oil | Coldpressed 5l,,https://www.ulamart.com/sesame-oil-gingelly-oil-coldpressed-5l,New,INR 1765,In Stock,,,,Ulamart,simple,,IN:::0 INR
399,Groundnut Oil 0.5l,,https://www.ulamart.com/groundnut-oil-0-5l,New,INR 140,In Stock,,,,Ulamart,simple,,IN:::0 INR
400,Groundnut Oil 1l,,https://www.ulamart.com/groundnut-oil-1l,New,INR 259,In Stock,,,,Ulamart,simple,,IN:::0 INR
401,Groundnut Oil 2l,,https://www.ulamart.com/groundnut-oil-2l,New,INR 515,In Stock,,,,Ulamart,simple,,IN:::0 INR
402,Groundnut Oil 5l,,https://www.ulamart.com/groundnut-oil-5l,New,INR 1280,In Stock,,,,Ulamart,simple,,IN:::0 INR
403,WOOD COLD PRESSED COCONUT OIL 0.5l,,https://www.ulamart.com/wood-cold-pressed-coconut-oil-0-5l,New,INR 170,In Stock,,,,Ulamart,simple,,IN:::0 INR
404,WOOD COLD PRESSED COCONUT OIL 1l,,https://www.ulamart.com/wood-cold-pressed-coconut-oil-1l,New,INR 320,In Stock,,,,Ulamart,simple,,IN:::0 INR
405,WOOD COLD PRESSED COCONUT OIL 2l,,https://www.ulamart.com/wood-cold-pressed-coconut-oil-2l,New,INR 627,In Stock,,,,Ulamart,simple,,IN:::0 INR
406,WOOD COLD PRESSED COCONUT OIL 5l,,https://www.ulamart.com/wood-cold-pressed-coconut-oil-5l,New,INR 1543,In Stock,,,,Ulamart,simple,,IN:::0 INR
407,HILL HONEY - Grams : 250,,https://www.ulamart.com/hill-honey-grams-250,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
408,HILL HONEY - Grams : 500,,https://www.ulamart.com/hill-honey-grams-500,New,INR 430,In Stock,,,,Ulamart,simple,,IN:::0 INR
409,HILL HONEY - Grams : 1000,,https://www.ulamart.com/hill-honey-grams-1000,New,INR 780,In Stock,,,,Ulamart,simple,,IN:::0 INR
410,TULSI HONEY - Grams : 100,,https://www.ulamart.com/tulsi-honey-grams-100,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
411,TULSI HONEY - Grams : 250,,https://www.ulamart.com/tulsi-honey-grams-250,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
412,TULSI HONEY - Grams : 500,,https://www.ulamart.com/tulsi-honey-grams-500,New,INR 395,In Stock,,,,Ulamart,simple,,IN:::0 INR
413,TULSI HONEY - Grams : 1000,,https://www.ulamart.com/tulsi-honey-grams-1000,New,INR 763,In Stock,,,,Ulamart,simple,,IN:::0 INR
414,NEEM HONEY - Grams : 100,,https://www.ulamart.com/neem-honey-grams-100,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
415,NEEM HONEY - Grams : 250,,https://www.ulamart.com/neem-honey-grams-250,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
416,NEEM HONEY - Grams : 500,,https://www.ulamart.com/neem-honey-grams-500,New,INR 395,In Stock,,,,Ulamart,simple,,IN:::0 INR
417,NEEM HONEY - Grams : 1000,,https://www.ulamart.com/neem-honey-grams-1000,New,INR 763,In Stock,,,,Ulamart,simple,,IN:::0 INR
418,NAVAL HONEY - Grams : 100,,https://www.ulamart.com/naval-honey-grams-100,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
419,NAVAL HONEY - Grams : 250,,https://www.ulamart.com/naval-honey-grams-250,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
420,NAVAL HONEY - Grams : 500,,https://www.ulamart.com/naval-honey-grams-500,New,INR 430,In Stock,,,,Ulamart,simple,,IN:::0 INR
421,NAVAL HONEY - Grams : 1000,,https://www.ulamart.com/naval-honey-grams-1000,New,INR 763,In Stock,,,,Ulamart,simple,,IN:::0 INR
422,MURINGO HONEY - Grams : 100,,https://www.ulamart.com/muringo-honey-grams-100,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
423,MURINGO HONEY - Grams : 250,,https://www.ulamart.com/muringo-honey-grams-250,New,INR 0,#N/A,,,,Ulamart,simple,,IN:::0 INR
424,MURINGO HONEY - Grams : 500,,https://www.ulamart.com/muringo-honey-grams-500,New,INR 395,In Stock,,,,Ulamart,simple,,IN:::0 INR
425,MURINGO HONEY - Grams : 1000,,https://www.ulamart.com/muringo-honey-grams-1000,New,INR 763,In Stock,,,,Ulamart,simple,,IN:::0 INR
426,Little Millet - Organic Samai - Kg : 0.5,,https://www.ulamart.com/little-millet-organic-samai-kg-0-5,New,INR 73,In Stock,,,,Ulamart,simple,,IN:::0 INR
427,Little Millet - Organic Samai - Kg : 1,,https://www.ulamart.com/little-millet-organic-samai-kg-1,New,INR 125,In Stock,,,,Ulamart,simple,,IN:::0 INR
428,Little Millet - Organic Samai - Kg : 2,,https://www.ulamart.com/little-millet-organic-samai-kg-2,New,INR 239,In Stock,,,,Ulamart,simple,,IN:::0 INR
429,Little Millet - Organic Samai - Kg : 5,,https://www.ulamart.com/little-millet-organic-samai-kg-5,New,INR 608,In Stock,,,,Ulamart,simple,,IN:::0 INR
430,Little Millet - Organic Samai - Kg : 25,,https://www.ulamart.com/little-millet-organic-samai-kg-25,New,INR 2950,In Stock,,,,Ulamart,simple,,IN:::0 INR
431,Foxtail Millet - Organic Thinai - Kg : 0.5,,https://www.ulamart.com/foxtail-millet-organic-thinai-kg-0-5,New,INR 68,In Stock,,,,Ulamart,simple,,IN:::0 INR
432,Foxtail Millet - Organic Thinai - Kg : 1,,https://www.ulamart.com/foxtail-millet-organic-thinai-kg-1,New,INR 120,In Stock,,,,Ulamart,simple,,IN:::0 INR
433,Foxtail Millet - Organic Thinai - Kg : 2,,https://www.ulamart.com/foxtail-millet-organic-thinai-kg-2,New,INR 237,In Stock,,,,Ulamart,simple,,IN:::0 INR
434,Foxtail Millet - Organic Thinai - Kg : 5,,https://www.ulamart.com/foxtail-millet-organic-thinai-kg-5,New,INR 578,In Stock,,,,Ulamart,simple,,IN:::0 INR
435,Foxtail Millet - Organic Thinai - Kg : 25,,https://www.ulamart.com/foxtail-millet-organic-thinai-kg-25,New,INR 2825,In Stock,,,,Ulamart,simple,,IN:::0 INR
436,Organic Pearl Millet | Rye | Kambu - Kg : 0.5,,https://www.ulamart.com/organic-pearl-millet-rye-kambu-kg-0-5,New,INR 63,In Stock,,,,Ulamart,simple,,IN:::0 INR
437,Organic Pearl Millet | Rye | Kambu - Kg : 1,,https://www.ulamart.com/organic-pearl-millet-rye-kambu-kg-1,New,INR 115,In Stock,,,,Ulamart,simple,,IN:::0 INR
438,Organic Pearl Millet | Rye | Kambu - Kg : 2,,https://www.ulamart.com/organic-pearl-millet-rye-kambu-kg-2,New,INR 227,In Stock,,,,Ulamart,simple,,IN:::0 INR
439,Organic Pearl Millet | Rye | Kambu - Kg : 5,,https://www.ulamart.com/organic-pearl-millet-rye-kambu-kg-5,New,INR 468,In Stock,,,,Ulamart,simple,,IN:::0 INR
440,Organic Pearl Millet | Rye | Kambu - Kg : 25,,https://www.ulamart.com/organic-pearl-millet-rye-kambu-kg-25,New,INR 2700,In Stock,,,,Ulamart,simple,,IN:::0 INR
441,Proso Millet - Organic Panivaragu - Kg : 0.5,,https://www.ulamart.com/proso-millet-organic-panivaragu-kg-0-5,New,INR 73,In Stock,,,,Ulamart,simple,,IN:::0 INR
442,Proso Millet - Organic Panivaragu - Kg : 1,,https://www.ulamart.com/proso-millet-organic-panivaragu-kg-1,New,INR 135,In Stock,,,,Ulamart,simple,,IN:::0 INR
443,Proso Millet - Organic Panivaragu - Kg : 2,,https://www.ulamart.com/proso-millet-organic-panivaragu-kg-2,New,INR 270,In Stock,,,,Ulamart,simple,,IN:::0 INR
444,Proso Millet - Organic Panivaragu - Kg : 5,,https://www.ulamart.com/proso-millet-organic-panivaragu-kg-5,New,INR 665,In Stock,,,,Ulamart,simple,,IN:::0 INR
445,Proso Millet - Organic Panivaragu - Kg : 25,,https://www.ulamart.com/proso-millet-organic-panivaragu-kg-25,New,INR 3225,In Stock,,,,Ulamart,simple,,IN:::0 INR
446,Barnyard Millet | Organic Kuthiraivali - Kg : 0.5,,https://www.ulamart.com/barnyard-millet-organic-kuthiraivali-kg-0-5,New,INR 66,In Stock,,,,Ulamart,simple,,IN:::0 INR
447,Barnyard Millet | Organic Kuthiraivali - Kg : 1,,https://www.ulamart.com/barnyard-millet-organic-kuthiraivali-kg-1,New,INR 110,In Stock,,,,Ulamart,simple,,IN:::0 INR
448,Barnyard Millet | Organic Kuthiraivali - Kg : 2,,https://www.ulamart.com/barnyard-millet-organic-kuthiraivali-kg-2,New,INR 217,In Stock,,,,Ulamart,simple,,IN:::0 INR
449,Barnyard Millet | Organic Kuthiraivali - Kg : 5,,https://www.ulamart.com/barnyard-millet-organic-kuthiraivali-kg-5,New,INR 530,In Stock,,,,Ulamart,simple,,IN:::0 INR
450,Barnyard Millet | Organic Kuthiraivali - Kg : 25,,https://www.ulamart.com/barnyard-millet-organic-kuthiraivali-kg-25,New,INR 2575,In Stock,,,,Ulamart,simple,,IN:::0 INR
451,Finger Millet - Organic Ragi - Kg : 0.5,,https://www.ulamart.com/finger-millet-organic-ragi-kg-0-5,New,INR 45,In Stock,,,,Ulamart,simple,,IN:::0 INR
452,Finger Millet - Organic Ragi - Kg : 1,,https://www.ulamart.com/finger-millet-organic-ragi-kg-1,New,INR 85,In Stock,,,,Ulamart,simple,,IN:::0 INR
453,Finger Millet - Organic Ragi - Kg : 2,,https://www.ulamart.com/finger-millet-organic-ragi-kg-2,New,INR 167,In Stock,,,,Ulamart,simple,,IN:::0 INR
454,Finger Millet - Organic Ragi - Kg : 5,,https://www.ulamart.com/finger-millet-organic-ragi-kg-5,New,INR 403,In Stock,,,,Ulamart,simple,,IN:::0 INR
455,Finger Millet - Organic Ragi - Kg : 25,,https://www.ulamart.com/finger-millet-organic-ragi-kg-25,New,INR 1950,In Stock,,,,Ulamart,simple,,IN:::0 INR
456,Natural Raw Sea Salt -Non Iodized - Kg : 0.5,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-0-5,New,INR 45,In Stock,,,,Ulamart,simple,,IN:::0 INR
457,Natural Raw Sea Salt -Non Iodized - Kg : 1,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-1,New,INR 60,In Stock,,,,Ulamart,simple,,IN:::0 INR
458,Natural Raw Sea Salt -Non Iodized - Kg : 2,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-2,New,INR 117,In Stock,,,,Ulamart,simple,,IN:::0 INR
459,Natural Raw Sea Salt -Non Iodized - Kg : 3,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-3,New,INR 175,In Stock,,,,Ulamart,simple,,IN:::0 INR
460,Natural Raw Sea Salt -Non Iodized - Kg : 4,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-4,New,INR 234,In Stock,,,,Ulamart,simple,,IN:::0 INR
461,Natural Raw Sea Salt -Non Iodized - Kg : 5,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-5,New,INR 293,In Stock,,,,Ulamart,simple,,IN:::0 INR
462,Natural Raw Sea Salt -Non Iodized - Kg : 25,,https://www.ulamart.com/natural-raw-sea-salt-non-iodized-kg-25,New,INR 1300,In Stock,,,,Ulamart,simple,,IN:::0 INR
463,Country Sugar - UnBleached - Unrefined - Kg : 0.5,,https://www.ulamart.com/country-sugar-unbleached-unrefined-kg-0-5,New,INR 74,In Stock,,,,Ulamart,simple,,IN:::0 INR
464,Country Sugar - UnBleached - Unrefined - Kg : 1,,https://www.ulamart.com/country-sugar-unbleached-unrefined-kg-1,New,INR 138,In Stock,,,,Ulamart,simple,,IN:::0 INR
465,Country Sugar - UnBleached - Unrefined - Kg : 2,,https://www.ulamart.com/country-sugar-unbleached-unrefined-kg-2,New,INR 278,In Stock,,,,Ulamart,simple,,IN:::0 INR
466,Country Sugar - UnBleached - Unrefined - Kg : 5,,https://www.ulamart.com/country-sugar-unbleached-unrefined-kg-5,New,INR 683,In Stock,,,,Ulamart,simple,,IN:::0 INR
467,Country Sugar - UnBleached - Unrefined - Kg : 25,,https://www.ulamart.com/country-sugar-unbleached-unrefined-kg-25,New,INR 3125,In Stock,,,,Ulamart,simple,,IN:::0 INR
468,Black Urad Dal - Organic Black gram - Kg : 0.5,,https://www.ulamart.com/black-urad-dal-organic-black-gram-kg-0-5,New,INR 78,In Stock,,,,Ulamart,simple,,IN:::0 INR
469,Black Urad Dal - Organic Black gram - Kg : 1,,https://www.ulamart.com/black-urad-dal-organic-black-gram-kg-1,New,INR 140,In Stock,,,,Ulamart,simple,,IN:::0 INR
470,Black Urad Dal - Organic Black gram - Kg : 2,,https://www.ulamart.com/black-urad-dal-organic-black-gram-kg-2,New,INR 277,In Stock,,,,Ulamart,simple,,IN:::0 INR
471,Black Urad Dal - Organic Black gram - Kg : 5,,https://www.ulamart.com/black-urad-dal-organic-black-gram-kg-5,New,INR 683,In Stock,,,,Ulamart,simple,,IN:::0 INR
472,Black Urad Dal - Organic Black gram - Kg : 25,,https://www.ulamart.com/black-urad-dal-organic-black-gram-kg-25,New,INR 3400,In Stock,,,,Ulamart,simple,,IN:::0 INR
473,Whole Green Gram - Unpolished Organic Pulses - Kg : 0.5,,https://www.ulamart.com/whole-green-gram-unpolished-organic-pulses-kg-0-5,New,INR 113,In Stock,,,,Ulamart,simple,,IN:::0 INR
474,Whole Green Gram - Unpolished Organic Pulses - Kg : 1,,https://www.ulamart.com/whole-green-gram-unpolished-organic-pulses-kg-1,New,INR 195,In Stock,,,,Ulamart,simple,,IN:::0 INR
475,Whole Green Gram - Unpolished Organic Pulses - Kg : 2,,https://www.ulamart.com/whole-green-gram-unpolished-organic-pulses-kg-2,New,INR 387,In Stock,,,,Ulamart,simple,,IN:::0 INR
476,Whole Green Gram - Unpolished Organic Pulses - Kg : 5,,https://www.ulamart.com/whole-green-gram-unpolished-organic-pulses-kg-5,New,INR 928,In Stock,,,,Ulamart,simple,,IN:::0 INR
477,Whole Green Gram - Unpolished Organic Pulses - Kg : 25,,https://www.ulamart.com/whole-green-gram-unpolished-organic-pulses-kg-25,New,INR 3590,In Stock,,,,Ulamart,simple,,IN:::0 INR
478,Split Black Urad Dal - Organic Black gram - Kg : 0.5,,https://www.ulamart.com/split-black-urad-dal-organic-black-gram-kg-0-5,New,INR 93,In Stock,,,,Ulamart,simple,,IN:::0 INR
479,Split Black Urad Dal - Organic Black gram - Kg : 1,,https://www.ulamart.com/split-black-urad-dal-organic-black-gram-kg-1,New,INR 160,In Stock,,,,Ulamart,simple,,IN:::0 INR
480,Split Black Urad Dal - Organic Black gram - Kg : 2,,https://www.ulamart.com/split-black-urad-dal-organic-black-gram-kg-2,New,INR 317,In Stock,,,,Ulamart,simple,,IN:::0 INR
481,Split Black Urad Dal - Organic Black gram - Kg : 5,,https://www.ulamart.com/split-black-urad-dal-organic-black-gram-kg-5,New,INR 783,In Stock,,,,Ulamart,simple,,IN:::0 INR
482,Split Black Urad Dal - Organic Black gram - Kg : 25,,https://www.ulamart.com/split-black-urad-dal-organic-black-gram-kg-25,New,INR 3800,In Stock,,,,Ulamart,simple,,IN:::0 INR
483,White Urad Dal - Organic white gram - Kg : 0.5,,https://www.ulamart.com/white-urad-dal-organic-white-gram-kg-0-5,New,INR 88,In Stock,,,,Ulamart,simple,,IN:::0 INR
484,White Urad Dal - Organic white gram - Kg : 1,,https://www.ulamart.com/white-urad-dal-organic-white-gram-kg-1,New,INR 160,In Stock,,,,Ulamart,simple,,IN:::0 INR
485,White Urad Dal - Organic white gram - Kg : 2,,https://www.ulamart.com/white-urad-dal-organic-white-gram-kg-2,New,INR 315,In Stock,,,,Ulamart,simple,,IN:::0 INR
486,White Urad Dal - Organic white gram - Kg : 5,,https://www.ulamart.com/white-urad-dal-organic-white-gram-kg-5,New,INR 783,In Stock,,,,Ulamart,simple,,IN:::0 INR
487,White Urad Dal - Organic white gram - Kg : 25,,https://www.ulamart.com/white-urad-dal-organic-white-gram-kg-25,New,INR 3900,In Stock,,,,Ulamart,simple,,IN:::0 INR
488,Toor Dal-Unpolished - Kg : 0.5,,https://www.ulamart.com/toor-dal-unpolished-kg-0-5,New,INR 106,In Stock,,,,Ulamart,simple,,IN:::0 INR
489,Toor Dal-Unpolished - Kg : 1,,https://www.ulamart.com/toor-dal-unpolished-kg-1,New,INR 195,In Stock,,,,Ulamart,simple,,IN:::0 INR
490,Toor Dal-Unpolished - Kg : 2,,https://www.ulamart.com/toor-dal-unpolished-kg-2,New,INR 387,In Stock,,,,Ulamart,simple,,IN:::0 INR
491,Toor Dal-Unpolished - Kg : 5,,https://www.ulamart.com/toor-dal-unpolished-kg-5,New,INR 928,In Stock,,,,Ulamart,simple,,IN:::0 INR
492,Toor Dal-Unpolished - Kg : 25,,https://www.ulamart.com/toor-dal-unpolished-kg-25,New,INR 3590,In Stock,,,,Ulamart,simple,,IN:::0 INR
493,Black Pepper - Organic Milagu - Grams : 100,,https://www.ulamart.com/black-pepper-organic-milagu-grams-100,New,INR 80,In Stock,,,,Ulamart,simple,,IN:::0 INR
494,Black Pepper - Organic Milagu - Grams : 250,,https://www.ulamart.com/black-pepper-organic-milagu-grams-250,New,INR 215,In Stock,,,,Ulamart,simple,,IN:::0 INR
495,Black Pepper - Organic Milagu - Grams : 500,,https://www.ulamart.com/black-pepper-organic-milagu-grams-500,New,INR 385,In Stock,,,,Ulamart,simple,,IN:::0 INR
496,Homemade Sambar Powder | Spice Powder - Kg : 0.25,,https://www.ulamart.com/homemade-sambar-powder-spice-powder-kg-0-25,New,INR 141,In Stock,,,,Ulamart,simple,,IN:::0 INR
497,Homemade Sambar Powder | Spice Powder - Kg : 0.5,,https://www.ulamart.com/homemade-sambar-powder-spice-powder-kg-0-5,New,INR 274,In Stock,,,,Ulamart,simple,,IN:::0 INR
498,Homemade Sambar Powder | Spice Powder - Kg : 1,,https://www.ulamart.com/homemade-sambar-powder-spice-powder-kg-1,New,INR 516,In Stock,,,,Ulamart,simple,,IN:::0 INR
499,Turmeric Powder - Naturally grow  - Grams : 100,,https://www.ulamart.com/turmeric-powder-naturally-grow-grams-100,New,INR 110,In Stock,,,,Ulamart,simple,,IN:::0 INR
500,Turmeric Powder - Naturally grow - Grams : 250,,https://www.ulamart.com/turmeric-powder-naturally-grow-grams-250,New,INR 284,In Stock,,,,Ulamart,simple,,IN:::0 INR
521,Combo pack - Traditional white rices,"<p>This combo pack has 5 types of traditional rice which are highly nutritious and good for everyday consumption.</p>
<p><strong>Idli Rice</strong> is healthy, organic and must-have rice while preparing traditional Indian breakfast recipes.</p>
<p><strong>Kichili Samba</strong> organic rice has fine grains and has a special flavour and best suits for giving a twist to your normal recipes.</p>
<p><strong>Thooyamalli rice</strong> gets its name from Thuya (Pure) and Malli (Jasmine), pure jasmine because the grains of this rice looks like jasmine buds. </p>
<p><strong>Ponni boiled</strong> rice is well known to have a good amount of fibre content and it is also filled with other necessary nutrients. </p>
<p><strong>Seeraga Samba</strong> rice gets its name from Seeragam (cumin), due to its resemblance to cumin. Suits well for Biryani varieties.</p>
<table id=""customers"" style=""font-family:arial, sans-serif;border-collapse:collapse;width:300px;font-size:15px;"">
<tbody>
<tr><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Rice</th><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Quantity</th></tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Ponni Boiled</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 Kg</td>
</tr>
<tr style=""background-color:#dddddd;"">
<td style=""border:1px solid #dddddd;padding:8px;"">Idli Rice</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 Kg</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Seeraga Samba</td>
<td style=""border:1px solid #dddddd;padding:8px;""><span style=""background-color:#dddddd;"">1 Kg</span></td>
</tr>
<tr style=""background-color:#dddddd;"">
<td style=""border:1px solid #dddddd;padding:8px;"">Kichili Samba</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 Kg</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Thooyamalli</td>
<td style=""border:1px solid #dddddd;padding:8px;""><span style=""background-color:#dddddd;"">1 Kg</span></td>
</tr>
</tbody>
</table>",https://www.ulamart.com/combo-pack-traditional-rices,New,INR NULL,#N/A,https://ulamart.com/pub/media/catalog/product/c/o/combo-pack-traditional-rices_2.jpg,,,Ulamart,grouped,,IN:::0 INR
522,Combo pack - Cold pressed oil,"<p>Groundnut Oil , Coconut Oil, Sesame Oil</p>
<table id=""customers"" style=""font-family:arial, sans-serif;border-collapse:collapse;width:300px;font-size:15px;"">
<tbody>
<tr><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Oil</th><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Quantity</th></tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Groundnut Oil</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 litre</td>
</tr>
<tr style=""background-color:#dddddd;"">
<td style=""border:1px solid #dddddd;padding:8px;"">Coconut Oil</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 litre</td>
</tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Sesame Oil</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 litre</td>
</tr>
</tbody>
</table>",https://www.ulamart.com/combo-pack-oil,New,INR NULL,#N/A,https://ulamart.com/pub/media/catalog/product/c/o/combo-pack-oil3.jpg,,,Ulamart,grouped,,IN:::0 INR
523,Combo pack - Pen stand and Paper pen| Ulamart,"<p class=""MsoNormal""><strong>Combo Pack</strong></p>
<table id=""customers"" style=""font-family:arial, sans-serif;border-collapse:collapse;width:300px;font-size:15px;"">
<tbody>
<tr><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">STATIONERY</th><th style=""border:1px solid #dddddd;text-align:left;padding:8px;"">Quantity</th></tr>
<tr>
<td style=""border:1px solid #dddddd;padding:8px;"">Clay Pen stand</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1</td>
</tr>
<tr style=""background-color:#dddddd;"">
<td style=""border:1px solid #dddddd;padding:8px;"">Paper pen - 5 count</td>
<td style=""border:1px solid #dddddd;padding:8px;"">1 pack</td>
</tr>
</tbody>
</table>
<p class=""MsoNormal""></p>
<p class=""MsoNormal""></p>
<p></p>
<p class=""MsoNormal"">Pen ink color - <strong>Blue</strong></p>",https://www.ulamart.com/combo-pack-clay-pen-pen-stand,New,INR NULL,#N/A,https://ulamart.com/pub/media/catalog/product/c/o/combo-pack-clay-pen-pen-stand.jpg,,,Ulamart,grouped,,IN:::0 INR
524,Kudampuli | Cambodge | Organic Malabar Tamarind - Grams : 100 Grams,"<p class=""MsoNormal"">Kudampuli is a magical fruit and a versatile spice. This Malabar Tamarind is a natural anti-oxidant and is an effective catalyst in weight loss. Kudampuli is an integral part of Kerala’s Ayurvedic medicine. Kudampuli has a sour taste and is used to prepare fish curry, juice and chutney.</p>",https://www.ulamart.com/kudampuli-cambodge-organic-malabar-tamarind-grams-100-grams,New,INR 75,In Stock,https://ulamart.com/pub/media/catalog/product/k/u/kudampuli-cambodge.jpg,,,Ulamart,simple,,IN:::0 INR
