"entity_id","attribute_set_id","type_id","sku","has_options","required_options","created_at","updated_at","mst_search_weight"
"131158","4","simple","688698373806","0","0","2019-05-27 05:36:05","2021-08-18 23:19:10","0"
"131147","4","simple","688698373813","0","0","2019-05-27 05:34:21","2021-06-23 19:40:47","0"
"131149","4","simple","688698373820","0","0","2019-05-27 05:34:42","2021-06-23 19:40:54","0"
"131166","4","simple","688698373837","0","0","2019-05-27 05:37:14","2021-06-23 19:41:01","0"
"131152","4","simple","688698373844","0","0","2019-05-27 05:35:09","2021-06-23 19:41:09","0"
"131161","4","simple","688698373851","0","0","2019-05-27 05:36:32","2021-06-23 19:41:16","0"
"131153","4","simple","688698373868","0","0","2019-05-27 05:35:18","2021-09-29 23:29:19","0"
"131163","4","simple","688698373875","0","0","2019-05-27 05:36:48","2021-06-23 19:37:30","0"
"147536","4","simple","68869837387555","0","0","2020-07-23 21:45:56","2021-06-23 19:40:25","0"
"131157","4","simple","688698373912","0","0","2019-05-27 05:35:57","2021-07-24 20:42:40","0"
"131159","4","simple","688698373929","0","0","2019-05-27 05:36:14","2021-06-23 19:41:39","0"
"131151","4","simple","688698373936","0","0","2019-05-27 05:34:58","2021-06-23 19:41:46","0"
"131154","4","simple","688698373943","0","0","2019-05-27 05:35:32","2021-06-23 19:41:54","0"
"131155","4","simple","688698373950","0","0","2019-05-27 05:35:39","2021-06-23 19:42:01","0"
"131164","4","simple","688698373967","0","0","2019-05-27 05:36:56","2021-06-23 19:42:09","0"
"131162","4","simple","688698373974","0","0","2019-05-27 05:36:42","2021-06-23 19:42:17","0"
"131148","4","simple","688698373981","0","0","2019-05-27 05:34:33","2021-06-23 19:42:27","0"
"131156","4","simple","688698373998","0","0","2019-05-27 05:35:48","2021-06-23 19:42:35","0"
"131167","4","simple","688698374001","0","0","2019-05-27 05:37:26","2021-06-23 19:42:42","0"
"131150","4","simple","688698374018","0","0","2019-05-27 05:34:50","2021-06-23 19:42:49","0"
"131160","4","simple","688698374025","0","0","2019-05-27 05:36:24","2021-10-17 17:18:17","0"
"131168","4","simple","688698374032","0","0","2019-05-27 05:37:32","2021-06-23 19:43:04","0"
"131092","4","simple","688698374087","0","0","2019-05-27 05:23:19","2021-04-28 05:40:53","0"
"131096","4","simple","688698374094","0","0","2019-05-27 05:23:59","2021-04-28 05:40:48","0"
"131099","4","simple","688698374100","0","0","2019-05-27 05:24:25","2021-04-28 05:40:57","0"
"131087","4","simple","688698374117","0","0","2019-05-27 05:22:31","2021-04-28 05:41:03","0"
"131089","4","simple","688698374124","0","0","2019-05-27 05:22:49","2021-04-28 05:40:16","0"
"131091","4","simple","688698374131","0","0","2019-05-27 05:23:12","2021-04-28 05:40:26","0"
"131088","4","simple","688698374148","0","0","2019-05-27 05:22:41","2021-04-28 05:40:21","0"
"131097","4","simple","688698374155","0","0","2019-05-27 05:24:07","2021-04-28 05:41:08","0"
"131095","4","simple","688698374162","0","0","2019-05-27 05:23:49","2021-04-28 05:41:12","0"
"131090","4","simple","688698374179","0","0","2019-05-27 05:22:58","2021-04-28 05:40:31","0"
"131094","4","simple","688698374186","0","0","2019-05-27 05:23:43","2021-06-28 22:43:55","0"
"131093","4","simple","688698374193","0","0","2019-05-27 05:23:30","2021-04-28 05:40:36","0"
"131086","4","simple","688698374209","0","0","2019-05-27 05:22:24","2021-04-28 05:40:40","0"
"131098","4","simple","688698374216","0","0","2019-05-27 05:24:17","2021-04-28 05:40:44","0"
"131281","4","simple","688698376005","0","0","2019-05-31 07:51:04","2021-09-26 14:13:14","0"
"131286","4","simple","688698376012","0","0","2019-05-31 07:51:48","2021-09-26 14:13:24","0"
"131283","4","simple","688698376050","0","0","2019-05-31 07:51:21","2021-04-29 22:20:19","0"
"131282","4","simple","688698376067","0","0","2019-05-31 07:51:12","2021-04-29 22:20:24","0"
"131280","4","simple","688698376074","0","0","2019-05-31 07:50:54","2021-04-29 22:20:29","0"
"131284","4","simple","688698376098","0","0","2019-05-31 07:51:30","2021-10-17 18:30:29","0"
"131277","4","simple","688698376104","0","0","2019-05-31 07:50:23","2021-10-15 22:33:28","0"
"131285","4","simple","688698376111","0","0","2019-05-31 07:51:37","2021-09-26 14:13:54","0"
"131278","4","simple","688698376128","0","0","2019-05-31 07:50:34","2021-04-29 22:20:48","0"
"131279","4","simple","688698376135","0","0","2019-05-31 07:50:45","2021-04-29 22:20:52","0"
"131288","4","simple","688698376159","0","0","2019-05-31 07:52:26","2021-09-30 21:05:59","0"
"131290","4","simple","688698376166","0","0","2019-05-31 07:52:43","2021-09-26 14:17:39","0"
"131289","4","simple","688698376173","0","0","2019-05-31 07:52:35","2021-09-26 14:17:59","0"
"130968","4","simple","688698376340","0","0","2019-05-27 04:47:41","2021-06-10 20:36:38","0"
"130974","4","simple","688698376364","0","0","2019-05-27 04:48:32","2021-06-10 20:36:43","0"
"130967","4","simple","688698376371","0","0","2019-05-27 04:47:33","2021-06-10 20:36:49","0"
"130965","4","simple","688698376388","0","0","2019-05-27 04:47:12","2021-06-10 20:36:54","0"
"130971","4","simple","688698379006","0","0","2019-05-27 04:48:08","2021-06-10 20:36:03","0"
"130963","4","simple","688698379020","0","0","2019-05-27 04:46:52","2021-10-27 16:43:44","0"
"130982","4","simple","688698379037","0","0","2019-05-27 04:49:49","2021-08-16 17:15:01","0"
"130978","4","simple","688698379068","0","0","2019-05-27 04:49:11","2021-06-10 20:36:20","0"
"130972","4","simple","688698379082","0","0","2019-05-27 04:48:16","2021-06-10 20:36:27","0"
"130979","4","simple","688698379099","0","0","2019-05-27 04:49:18","2021-09-28 16:30:26","0"
"130977","4","simple","688698379129","0","0","2019-05-27 04:48:59","2021-10-28 21:58:02","0"
"130964","4","simple","688698379143","0","0","2019-05-27 04:47:00","2021-06-10 20:35:34","0"
"130969","4","simple","688698379150","0","0","2019-05-27 04:47:50","2021-10-26 20:54:40","0"
"130970","4","simple","688698379181","0","0","2019-05-27 04:47:59","2021-06-10 20:35:45","0"
"130973","4","simple","688698379211","0","0","2019-05-27 04:48:24","2021-06-10 20:35:51","0"
"130980","4","simple","688698379228","0","0","2019-05-27 04:49:27","2021-06-10 20:35:56","0"
"130929","4","simple","688698379242","0","0","2019-05-27 04:40:25","2021-09-07 16:57:04","0"
"130918","4","simple","688698379266","0","0","2019-05-27 04:38:42","2021-10-21 16:42:12","0"
"130926","4","simple","688698379273","0","0","2019-05-27 04:39:57","2021-09-07 16:57:13","0"
"130922","4","simple","688698379303","0","0","2019-05-27 04:39:22","2021-09-07 16:57:16","0"
"130923","4","simple","688698379327","0","0","2019-05-27 04:39:31","2021-09-07 16:57:20","0"
"130927","4","simple","688698379334","0","0","2019-05-27 04:40:06","2021-09-07 16:57:24","0"
"130920","4","simple","688698379365","0","0","2019-05-27 04:39:00","2021-09-07 16:56:40","0"
"130925","4","simple","688698379389","0","0","2019-05-27 04:39:48","2021-09-19 18:32:22","0"
"130921","4","simple","688698379396","0","0","2019-05-27 04:39:11","2021-09-07 16:56:48","0"
"130924","4","simple","688698379426","0","0","2019-05-27 04:39:39","2021-09-07 16:56:52","0"
"130919","4","simple","688698379440","0","0","2019-05-27 04:38:53","2021-09-07 16:56:56","0"
"130928","4","simple","688698379457","0","0","2019-05-27 04:40:15","2021-09-07 16:57:00","0"
"130960","4","simple","688698379488","0","0","2019-05-27 04:46:12","2021-04-29 22:10:33","0"
"130961","4","simple","688698379495","0","0","2019-05-27 04:46:19","2021-04-29 22:10:37","0"
"130957","4","simple","688698379501","0","0","2019-05-27 04:45:40","2021-04-29 22:10:42","0"
"130958","4","simple","688698379518","0","0","2019-05-27 04:45:52","2021-04-29 22:10:46","0"
"130959","4","simple","688698379532","0","0","2019-05-27 04:46:02","2021-04-29 22:10:50","0"
"131053","4","simple","688698379549","0","0","2019-05-27 05:02:22","2021-08-18 19:33:59","0"
"131056","4","simple","688698379563","0","0","2019-05-27 05:02:47","2021-06-29 17:13:48","0"
"131054","4","simple","688698379570","0","0","2019-05-27 05:02:31","2021-06-10 20:35:05","0"
"131052","4","simple","688698379600","0","0","2019-05-27 05:02:12","2021-08-13 16:36:12","0"
"131051","4","simple","688698379624","0","0","2019-05-27 05:02:02","2021-10-21 21:31:26","0"
"131055","4","simple","688698379631","0","0","2019-05-27 05:02:39","2021-06-10 20:35:22","0"
"131041","4","simple","688698379662","0","0","2019-05-27 05:00:16","2021-06-10 20:32:48","0"
"131028","4","simple","688698379679","0","0","2019-05-27 04:58:11","2021-06-10 20:32:54","0"
"131033","4","simple","688698379709","0","0","2019-05-27 04:58:56","2021-06-10 20:32:59","0"
"131029","4","simple","688698379716","0","0","2019-05-27 04:58:20","2021-06-10 20:33:05","0"
"131049","4","simple","688698379747","0","0","2019-05-27 05:01:30","2021-10-03 17:02:06","0"
"131045","4","simple","688698379754","0","0","2019-05-27 05:00:53","2021-06-10 20:34:30","0"
"131034","4","simple","688698379761","0","0","2019-05-27 04:59:08","2021-06-10 20:34:36","0"
"131039","4","simple","688698379785","0","0","2019-05-27 04:59:55","2021-06-10 20:34:42","0"
"131030","4","simple","688698379792","0","0","2019-05-27 04:58:32","2021-09-30 22:55:26","0"
"131035","4","simple","688698379808","0","0","2019-05-27 04:59:22","2021-06-10 20:32:43","0"
"131038","4","simple","688698379822","0","0","2019-05-27 04:59:47","2021-06-10 20:33:45","0"
"131037","4","simple","688698379839","0","0","2019-05-27 04:59:39","2021-09-20 14:55:31","0"
"131043","4","simple","688698379846","0","0","2019-05-27 05:00:34","2021-06-10 20:33:57","0"
"131044","4","simple","688698379860","0","0","2019-05-27 05:00:42","2021-06-10 20:34:06","0"
"131040","4","simple","688698379877","0","0","2019-05-27 05:00:07","2021-06-10 20:34:12","0"
"131047","4","simple","688698379884","0","0","2019-05-27 05:01:09","2021-06-10 20:34:18","0"
"131032","4","simple","688698379907","0","0","2019-05-27 04:58:49","2021-06-10 20:33:11","0"
"131048","4","simple","688698379914","0","0","2019-05-27 05:01:19","2021-08-30 23:09:59","0"
"131031","4","simple","688698379921","0","0","2019-05-27 04:58:40","2021-06-10 20:33:23","0"
"131036","4","simple","688698379945","0","0","2019-05-27 04:59:32","2021-06-10 20:33:29","0"
"131046","4","simple","688698379952","0","0","2019-05-27 05:00:59","2021-06-10 20:33:35","0"
"131042","4","simple","688698379969","0","0","2019-05-27 05:00:24","2021-08-20 00:11:35","0"
"130953","4","simple","688698379983","0","0","2019-05-27 04:44:48","2021-10-22 17:57:03","0"
"130955","4","simple","688698380002","0","0","2019-05-27 04:45:09","2021-08-26 12:04:57","0"
"130952","4","simple","688698380019","0","0","2019-05-27 04:44:39","2021-04-29 22:10:23","0"
"130954","4","simple","688698380033","0","0","2019-05-27 04:44:57","2021-04-29 22:10:28","0"
"131196","4","simple","688698380040","0","0","2019-05-27 05:42:42","2021-10-20 23:04:27","0"
"131197","4","simple","688698380057","0","0","2019-05-27 05:42:49","2021-09-28 16:55:51","0"
"130909","4","simple","688698380101","0","0","2019-05-27 04:36:16","2021-09-15 19:38:34","0"
"130904","4","simple","688698380118","0","0","2019-05-27 04:35:33","2021-06-10 20:29:06","0"
"130916","4","simple","688698380125","0","0","2019-05-27 04:37:35","2021-06-10 20:29:12","0"
"130914","4","simple","688698380132","0","0","2019-05-27 04:37:17","2021-10-22 17:44:13","0"
"130911","4","simple","688698380149","0","0","2019-05-27 04:36:36","2021-06-10 20:29:24","0"
"130912","4","simple","688698380156","0","0","2019-05-27 04:36:44","2021-06-10 20:29:30","0"
"130910","4","simple","688698380163","0","0","2019-05-27 04:36:29","2021-06-10 20:28:36","0"
"130908","4","simple","688698380187","0","0","2019-05-27 04:36:08","2021-06-10 20:28:44","0"
"130906","4","simple","688698380194","0","0","2019-05-27 04:35:51","2021-09-27 21:49:51","0"
"130907","4","simple","688698380217","0","0","2019-05-27 04:35:59","2021-06-10 20:28:55","0"
"130880","4","simple","688698380224","0","0","2019-05-27 04:30:51","2021-06-10 20:28:02","0"
"130876","4","simple","688698380231","0","0","2019-05-27 04:30:20","2021-06-10 20:28:08","0"
"130879","4","simple","688698380248","0","0","2019-05-27 04:30:34","2021-06-10 20:28:14","0"
"130913","4","simple","688698380255","0","0","2019-05-27 04:36:54","2021-07-15 21:40:06","0"
"130915","4","simple","688698380262","0","0","2019-05-27 04:37:24","2021-11-01 21:05:17","0"
"130905","4","simple","688698380279","0","0","2019-05-27 04:35:44","2021-06-10 20:28:31","0"
"130857","4","simple","688698380286","0","0","2019-05-27 04:26:34","2021-10-19 20:27:14","0"
"130861","4","simple","688698380293","0","0","2019-05-27 04:27:09","2021-06-10 20:30:20","0"
"130858","4","simple","688698380309","0","0","2019-05-27 04:26:41","2021-10-16 16:28:13","0"
"130877","4","simple","688698380316","0","0","2019-05-27 04:30:20","2021-08-11 08:02:11","0"
"130874","4","simple","688698380323","0","0","2019-05-27 04:30:07","2021-06-10 20:30:38","0"
"130878","4","simple","688698380330","0","0","2019-05-27 04:30:28","2021-10-07 22:44:14","0"
"130854","4","simple","688698380347","0","0","2019-05-27 04:26:11","2021-09-19 19:48:11","0"
"130855","4","simple","688698380354","0","0","2019-05-27 04:26:21","2021-06-10 20:29:46","0"
"130862","4","simple","688698380361","0","0","2019-05-27 04:27:19","2021-07-17 20:08:36","0"
"130859","4","simple","688698380378","0","0","2019-05-27 04:26:49","2021-06-10 20:29:57","0"
"130853","4","simple","688698380385","0","0","2019-05-27 04:26:01","2021-06-10 20:30:02","0"
"130860","4","simple","688698380392","0","0","2019-05-27 04:26:58","2021-10-26 19:47:49","0"
"130869","4","simple","688698380439","0","0","2019-05-27 04:28:54","2021-04-29 21:53:17","0"
"130895","4","simple","688698380453","0","0","2019-05-27 04:33:33","2021-04-29 21:53:40","0"
"130891","4","simple","688698380460","0","0","2019-05-27 04:32:52","2021-04-29 21:53:45","0"
"130888","4","simple","688698380484","0","0","2019-05-27 04:32:29","2021-04-29 21:53:49","0"
"130893","4","simple","688698380491","0","0","2019-05-27 04:33:16","2021-07-19 19:30:42","0"
"130894","4","simple","688698380514","0","0","2019-05-27 04:33:24","2021-04-29 21:53:26","0"
"130892","4","simple","688698380521","0","0","2019-05-27 04:33:03","2021-07-22 18:30:15","0"
"130889","4","simple","688698380545","0","0","2019-05-27 04:32:39","2021-09-17 23:35:20","0"
"131523","4","simple","688698381085","0","0","2019-06-04 21:56:05","2021-04-29 22:29:06","0"
"131527","4","simple","688698381092","0","0","2019-06-04 21:56:49","2021-09-17 20:41:08","0"
"131521","4","simple","688698381108","0","0","2019-06-04 21:55:45","2021-04-29 22:29:15","0"
"131524","4","simple","688698381115","0","0","2019-06-04 21:56:18","2021-09-12 17:35:13","0"
"131528","4","simple","688698381207","0","0","2019-06-04 21:57:02","2021-09-29 22:14:53","0"
"131525","4","simple","688698381214","0","0","2019-06-04 21:56:28","2021-09-29 22:15:05","0"
"131522","4","simple","688698381221","0","0","2019-06-04 21:55:54","2021-04-29 22:29:33","0"
"131526","4","simple","688698381238","0","0","2019-06-04 21:56:40","2021-10-25 22:42:10","0"
"131541","4","simple","688698381245","0","0","2019-06-04 22:01:10","2021-08-19 22:16:11","0"
"131537","4","simple","688698381252","0","0","2019-06-04 22:00:00","2021-09-13 20:48:08","0"
"131540","4","simple","688698381269","0","0","2019-06-04 22:00:57","2021-09-03 20:46:36","0"
"131538","4","simple","688698381276","0","0","2019-06-04 22:00:23","2021-08-11 08:12:20","0"
"131539","4","simple","688698381283","0","0","2019-06-04 22:00:40","2021-06-11 18:44:01","0"
"131545","4","simple","688698381399","0","0","2019-06-04 22:02:56","2021-10-09 19:03:24","0"
"131547","4","simple","688698381405","0","0","2019-06-04 22:03:13","2021-10-28 17:21:03","0"
"131544","4","simple","688698381412","0","0","2019-06-04 22:02:47","2021-06-11 18:28:28","0"
"131543","4","simple","688698381511","0","0","2019-06-04 22:02:40","2021-06-11 18:28:33","0"
"131548","4","simple","688698381528","0","0","2019-06-04 22:03:25","2021-07-17 19:18:20","0"
"131546","4","simple","688698381535","0","0","2019-06-04 22:03:06","2021-06-11 18:28:43","0"
"131769","4","simple","688698381559","0","0","2019-06-04 22:55:07","2021-06-11 18:46:49","0"
"131770","4","simple","688698381566","0","0","2019-06-04 22:55:19","2021-06-11 18:46:54","0"
"131771","4","simple","688698381566","0","0","2019-06-04 22:55:19","2019-06-04 22:55:19","0"
"131569","4","simple","688698381597","0","0","2019-06-04 22:11:12","2021-09-12 17:42:56","0"
"131562","4","simple","688698381795","0","0","2019-06-04 22:09:26","2021-10-13 18:12:11","0"
"131565","4","simple","688698381801","0","0","2019-06-04 22:10:05","2021-10-25 22:47:56","0"
"131566","4","simple","688698381818","0","0","2019-06-04 22:10:21","2021-09-13 22:23:19","0"
"131564","4","simple","688698381825","0","0","2019-06-04 22:09:52","2021-06-11 18:44:30","0"
"131563","4","simple","688698381917","0","0","2019-06-04 22:09:42","2021-10-16 15:01:30","0"
"131561","4","simple","688698381924","0","0","2019-06-04 22:09:18","2021-08-28 20:51:12","0"
"131567","4","simple","688698381931","0","0","2019-06-04 22:10:35","2021-06-11 18:44:50","0"
"131510","4","simple","688698381955","0","0","2019-06-04 21:53:09","2021-09-29 23:29:35","0"
"131511","4","simple","688698382112","0","0","2019-06-04 21:53:22","2021-09-23 15:28:52","0"
"131512","4","simple","688698382129","0","0","2019-06-04 21:53:36","2021-10-31 17:40:37","0"
"131513","4","simple","688698382136","0","0","2019-06-04 21:53:47","2021-06-11 18:45:23","0"
"131518","4","simple","688698382167","0","0","2019-06-04 21:54:58","2021-06-11 18:45:35","0"
"131515","4","simple","688698382273","0","0","2019-06-04 21:54:21","2021-08-23 19:39:11","0"
"131516","4","simple","688698382280","0","0","2019-06-04 21:54:32","2021-09-11 16:20:23","0"
"131519","4","simple","688698382297","0","0","2019-06-04 21:55:11","2021-06-11 18:45:51","0"
"131517","4","simple","688698382303","0","0","2019-06-04 21:54:45","2021-06-11 18:45:56","0"
"131339","4","simple","688698382310","0","0","2019-06-04 21:11:09","2021-04-29 22:21:53","0"
"157425","4","simple","688698382466","0","0","2021-09-18 19:01:07","2021-09-18 19:01:07","0"
"131535","4","simple","688698382488","0","0","2019-06-04 21:59:25","2021-06-15 17:08:55","0"
"131533","4","simple","688698382501","0","0","2019-06-04 21:59:00","2021-06-11 18:46:21","0"
"131530","4","simple","688698382594","0","0","2019-06-04 21:58:25","2021-06-11 18:46:26","0"
"131532","4","simple","688698382600","0","0","2019-06-04 21:58:49","2021-06-11 18:46:32","0"
"131531","4","simple","688698382624","0","0","2019-06-04 21:58:38","2021-09-07 22:09:27","0"
"131553","4","simple","688698382792","0","0","2019-06-04 22:06:47","2021-04-28 05:43:32","0"
"131555","4","simple","688698382808","0","0","2019-06-04 22:07:06","2021-04-28 05:43:36","0"
"131554","4","simple","688698382815","0","0","2019-06-04 22:06:55","2021-04-28 05:43:40","0"
"131556","4","simple","688698382822","0","0","2019-06-04 22:07:18","2021-04-28 05:43:43","0"
"131558","4","simple","688698382921","0","0","2019-06-04 22:07:37","2021-04-28 05:43:24","0"
"131557","4","simple","688698382938","0","0","2019-06-04 22:07:29","2021-04-28 05:43:28","0"
"131358","4","simple","688698382952","0","0","2019-06-04 21:15:59","2021-07-17 18:37:16","0"
"131356","4","simple","688698382969","0","0","2019-06-04 21:15:29","2021-04-29 22:22:11","0"
"131360","4","simple","688698382976","0","0","2019-06-04 21:16:27","2021-04-29 22:22:17","0"
"131359","4","simple","688698383157","0","0","2019-06-04 21:16:15","2021-04-29 22:22:22","0"
"131361","4","simple","688698383164","0","0","2019-06-04 21:16:35","2021-04-29 22:22:27","0"
"131357","4","simple","688698383171","0","0","2019-06-04 21:15:45","2021-04-29 22:22:32","0"
"131373","4","simple","688698383195","0","0","2019-06-04 21:19:37","2021-04-29 22:23:06","0"
"131369","4","simple","688698383225","0","0","2019-06-04 21:18:46","2021-04-29 22:23:11","0"
