"attribute_id","entity_id","sku","value"
"97","147469","000350011","jackson-jl350-oversize-bag"
"97","147468","000350012","jackson-jl350-oversize-bag"
"97","147467","0003503","jackson-jl350-oversize-bag"
"97","147466","0003504","jackson-jl350-oversize-bag"
"97","124425","00089674521","ravens-kobe-nxt-full-front"
"97","139522","00089674522","ravens-kobe-nxt-full-front"
"97","139520","00089674525","ravens-kobe-nxt-full-front"
"97","133367","0021731","aegis-bib-neck-protector"
"97","133366","0021732","aegis-bib-neck-protector"
"97","133368","0021733","aegis-bib-neck-protector"
"97","124404","0022001","fmg-goal-chill-sweatband"
"97","123391","0024421","wolves-ccm-c6509-hat"
"97","123392","0024422","wolves-ccm-c6509-hat"
"97","67519","003082","mondor-747-mens-pant-m"
"97","108266","003084","mondor-747-mens-pant"
"97","108133","0033712","mondor-2723-dress-yth"
"97","108144","0033733","mondor-2723-dress-yth"
"97","108145","0033734","mondor-2723-dress-yth"
"97","116027","0033745","mondor-2723-dress-yth-b4-12-14"
"97","133326","0033754","mondor-2723-dress-yth"
"97","112641","0035801","woolwich-sponsor-namebar"
"97","112642","0035802","woolwich-sponsor-namebar"
"97","67363","00419","jackson-classique-sz-4-5b-used"
"97","152185","00430211","mondor-4302-polartec-pant"
"97","152184","00430212","mondor-4302-polartec-pant"
"97","152183","00430213","mondor-4302-polartec-pant"
"97","116377","0044139M46","mondor-4413-dress-9m-4-6"
"97","116378","0044139M810","mondor-4413-dress-9m-8-10"
"97","116379","004413SK67","mondor-4413-dress-sk-6x-7"
"97","116380","0044234Q1012","mondor-4423-dress-4q-10-12"
"97","116381","004423DD1012","mondor-4423-dress-dd-10-12"
"97","116382","004423DD67","mondor-4423-dress-dd-6x-7"
"97","116383","004423PN810","mondor-4423-dress-pn-8-10"
"97","116384","004423T167","mondor-4423-dress-t1-6x-7"
"97","152181","00445711","mondor-4457-ploartec-pant"
"97","152180","004457146","mondor-4457-ploartec-pant"
"97","67458","00480","bauer-sup-one-9-sz-4-5d-used"
"97","67477","00503","rbk-7k-jr-hp"
"97","67604","00508","bauer-sup-one-6-sz-3d-used"
"97","88081","006051","huskies-ne-9twenty-adj-mb"
"97","143909","0063307","step-steel-goal-graf"
"97","68112","00706","bauer-vap-ltx-pro-sz-2d-used"
"97","115693","0080324","buttendz-twirl-grip-white-red"
"97","115694","0080325","buttendz-twirl-grip-white-blac"
"97","115673","0080331","buttendz-twirl-grip-black-yell"
"97","115674","0080333","buttendz-twirl-grip-black-whit"
"97","68671","00870111","bauer-n-freeze-pro-16-gr-int-p"
"97","73838","00870112","bauer-n-freeze-pro-16-gr-int-p"
"97","68673","00870311","bauer-n-freeze-pro-16-gr-int-p"
